"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 23 12:51:34 IST 2023","Fri Jun 23 12:52:10 IST 2023","35545","","TestVendor","TestVendors","","","Editing a Vendor details","Editing a Vendor details"
"broken","Fri Jun 23 11:50:13 IST 2023","Fri Jun 23 11:51:40 IST 2023","87666","","TestOrder","TestOrder","","","Checking Order synchronization  ","Checking Order synchronization after creating a New Order for store"
"passed","Fri Jun 23 11:05:03 IST 2023","Fri Jun 23 11:05:18 IST 2023","14329","","TestMemberManagement","TestMemberManagement","","","test_create_new_member_3___UserTest_33____Factory_Manager____user_testAuto033___9800000017___Siliguri____Test_123__","Verify Create New User."
"passed","Fri Jun 23 12:38:02 IST 2023","Fri Jun 23 12:38:32 IST 2023","29898","","TestInventory","TestInventory","","","Selecting  a new Category","Selecting a new Category from Category Carousel "
"passed","Fri Jun 23 11:04:18 IST 2023","Fri Jun 23 11:04:30 IST 2023","12540","","TestMemberManagement","TestMemberManagement","","","testLanding_memberManagement","Verify Landing Page."
"passed","Fri Jun 23 11:05:20 IST 2023","Fri Jun 23 11:05:36 IST 2023","16051","","TestMemberManagement","TestMemberManagement","","","test_create_new_member_4___UserTest_34____Inventory_Manager____user_testAuto034___9800000018___Siliguri____Test_123__","Verify Create New User."
"failed","Fri Jun 23 13:04:14 IST 2023","Fri Jun 23 13:04:59 IST 2023","44546","","TestReporting","TestReporting","","","test_new_entry_4____Automation__Item_28____Test034____Tamang_Suppliers___2000___2023_06_16___10___Excellent____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__WebApp__TestData__InventoryData__Image__Receipt_png__","Check for View more Details"
"broken","Fri Jun 23 12:14:20 IST 2023","Fri Jun 23 12:15:16 IST 2023","55392","","TestOrder","TestOrder","","","Create a New Order for store","Create a New Order for store"
"passed","Fri Jun 23 11:15:34 IST 2023","Fri Jun 23 11:15:42 IST 2023","7813","","TestLogin","TestLogin","","","test_LoginSuccessful_2___frugal_latido_com_np____Test_123__","Login Successfully"
"passed","Fri Jun 23 11:17:49 IST 2023","Fri Jun 23 11:17:54 IST 2023","5353","","TestLogin","TestLogin","","","Login With Incorrect Username","Login With Incorrect Username"
"broken","Fri Jun 23 11:47:07 IST 2023","Fri Jun 23 11:48:39 IST 2023","91771","","TestOrder","TestOrder","","","Checking Order synchronization  ","Checking Order synchronization after creating a new customer order "
"passed","Fri Jun 23 11:17:34 IST 2023","Fri Jun 23 11:17:39 IST 2023","5022","","TestLogin","TestLogin","","","Login With Incorrect Username","Login With Incorrect Username"
"broken","Fri Jun 23 12:02:04 IST 2023","Fri Jun 23 12:03:23 IST 2023","78502","","TestOrder","TestOrder","","","Create a new Order for new Customer","Create an Order for new Customer "
"passed","Fri Jun 23 12:34:31 IST 2023","Fri Jun 23 12:34:48 IST 2023","17057","","TestInventory","TestInventory","","","Create a new Category","Create a new Category from Add button "
"broken","Fri Jun 23 12:11:39 IST 2023","Fri Jun 23 12:12:32 IST 2023","53591","","TestOrder","TestOrder","","","Create a New Order for store","Create a New Order for store"
"failed","Fri Jun 23 13:08:57 IST 2023","Fri Jun 23 13:09:42 IST 2023","44905","","TestReporting","TestReporting","","","test_new_entry_list_4____Automation__Item_28____Test034____Tamang_Suppliers___2000___2023_06_16___10___Excellent____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__WebApp__TestData__InventoryData__Image__Receipt_png__","Check for new Entry"
"broken","Fri Jun 23 12:09:18 IST 2023","Fri Jun 23 12:10:28 IST 2023","70179","","TestOrder","TestOrder","","","Create a new Order for existing Customer","Create an Order for existing Customer "
"passed","Fri Jun 23 11:06:09 IST 2023","Fri Jun 23 11:06:33 IST 2023","23385","","TestMemberManagement","TestMemberManagement","","","test_edit_member_1___TestUser_26____Store_Manager____userEdit_auto26___9800000010___Siliguri____Test_123____TestUser_Edited__01____INVENTORYMANAGER___9800000101_","Verify the edits are reflecting correctly after editing."
"passed","Fri Jun 23 12:35:10 IST 2023","Fri Jun 23 12:35:28 IST 2023","17914","","TestInventory","TestInventory","","","Create a new Category","Create a new Category from Add button "
"passed","Fri Jun 23 12:48:15 IST 2023","Fri Jun 23 12:48:39 IST 2023","23919","","TestVendor","TestVendors","","","Deleting a Vendor ","Deleting a Vendor"
"passed","Fri Jun 23 11:04:47 IST 2023","Fri Jun 23 11:05:01 IST 2023","13979","","TestMemberManagement","TestMemberManagement","","","test_create_new_member_2___UserTest_32____Product_Manager____user_testAuto032___9800000016___Siliguri____Test_123__","Verify Create New User."
"passed","Fri Jun 23 11:15:44 IST 2023","Fri Jun 23 11:15:51 IST 2023","6858","","TestLogin","TestLogin","","","test_LoginSuccessful_3___rohit13_latido_com_np____Test_123__","Login Successfully"
"passed","Fri Jun 23 11:05:54 IST 2023","Fri Jun 23 11:06:07 IST 2023","12994","","TestMemberManagement","TestMemberManagement","","","test_create_new_member_6___UserTest_36____Super_Admin____user_testAuto036___9800000020___Siliguri____Test_123__","Verify Create New User."
"passed","Fri Jun 23 11:17:11 IST 2023","Fri Jun 23 11:17:16 IST 2023","5610","","TestLogin","TestLogin","","","Login With Incorrect Username","Login With Incorrect Username"
"passed","Fri Jun 23 12:48:39 IST 2023","Fri Jun 23 12:49:02 IST 2023","22635","","TestVendor","TestVendors","","","Deleting a Vendor ","Deleting a Vendor"
"broken","Fri Jun 23 11:42:32 IST 2023","Fri Jun 23 11:44:03 IST 2023","90767","","TestOrder","TestOrder","","","Checking Order synchronization  ","Checking Order synchronization after creating a new customer order "
"failed","Fri Jun 23 13:05:43 IST 2023","Fri Jun 23 13:06:27 IST 2023","44102","","TestReporting","TestReporting","","","test_new_entry_6____Automation__Item_30____Test036____Tester___2000___2023_06_16___10___Bad____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__WebApp__TestData__InventoryData__Image__Receipt_png__","Check for View more Details"
"passed","Fri Jun 23 11:17:26 IST 2023","Fri Jun 23 11:17:32 IST 2023","5749","","TestLogin","TestLogin","","","Login With Incorrect Username","Login With Incorrect Username"
"broken","Fri Jun 23 11:51:40 IST 2023","Fri Jun 23 11:53:06 IST 2023","86063","","TestOrder","TestOrder","","","Checking Order synchronization  ","Checking Order synchronization after creating a New Order for store"
"passed","Fri Jun 23 11:09:22 IST 2023","Fri Jun 23 11:09:54 IST 2023","31686","","TestMemberManagement","TestMemberManagement","","","test_login_newMember_3___UserTest_21____Factory_Manager____user_logintest_auto21___9800000017___Siliguri____Test_123__","Check Loging after creating an user."
"failed","Fri Jun 23 12:28:28 IST 2023","Fri Jun 23 12:28:40 IST 2023","12182","","TestInventDashboard","TestInventDashboard","","","Checking Dashboard data","Checking Dashboard data"
"broken","Fri Jun 23 11:45:38 IST 2023","Fri Jun 23 11:47:07 IST 2023","88784","","TestOrder","TestOrder","","","Checking Order synchronization  ","Checking Order synchronization after creating a new customer order "
"passed","Fri Jun 23 12:17:44 IST 2023","Fri Jun 23 12:17:58 IST 2023","14208","","TestTrackOrder","TestTrackOrder","","","Checking Input in Track Order","Checking Input in Track Order"
