"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 25 11:09:16 IST 2023","Fri Aug 25 11:09:58 IST 2023","41934","","Test_06_Inventory","TestInventory","","","test_04_search_item_4___frugal_latido_com_np____Test_123_____Automation__Item_120__","Searching the Items from the search and adding a new Item to it"
"passed","Fri Aug 25 11:38:49 IST 2023","Fri Aug 25 11:39:41 IST 2023","51361","","Test_07_Vendor","TestVendors","","","test_03_edit_vendor_1___frugal_latido_com_np____Test_123____E___POM_for_Bottle__WebApp__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor1_jpg____AT_EDT_121____Auto_Vendor_edit_121____vendor1_mail_com___9800001010___Auomator1____Siliguri____This_is_an_Automated_generated_descriptions____Tester_1____Siliguri___9800002010___test_mail_com____Auto_Vendor_edited__01____vendor_edit01_mail_com___9800000200_","Editing a Vendor details"
"passed","Fri Aug 25 14:26:50 IST 2023","Fri Aug 25 14:27:09 IST 2023","19903","","Test_11_LeatherManagement","TestLeatherManagement","","","test_03_check_synchronization_4___LT_MG_09____Better____Black_Rough____Cold_Store____New_Pasoori____Pasoori_2__","verification of newly created Leather into the List. "
"passed","Fri Aug 25 13:03:05 IST 2023","Fri Aug 25 13:05:24 IST 2023","138735","","Test_10_ProductManagement","TestProductManagement","","","test_04_check_synchronization_5___E___POM_for_Bottle__WebApp__TestData__ProductManagement__sampleData__Brown_2__BrowN_Leather_Beta_01_jpg____TEST_SA_60____Qaseem_Ultimate____female___9___Outing____Silver____Silver___True__True___This_is_a_testing_mode_description____23_24_25_26_27_28_29_30_31_36____Green_Foil____XXXS_XXS_Extra_Small__XS_____5000__5000__5000____Silver_Foil_Sheep_Tumble__","Adding a new product into the List. "
"passed","Fri Aug 25 12:04:42 IST 2023","Fri Aug 25 12:05:43 IST 2023","61023","","Test_08_Reporting","TestReporting","","","test_01_new_entry_list_6____Automation__Item_114____AT_IT_114____Vendor___2000___2023_08_25___10___Bad____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__WebApp__TestData__InventoryData__Image__Receipt_png__","Check for new Entry"
"passed","Fri Aug 25 09:41:31 IST 2023","Fri Aug 25 09:41:45 IST 2023","13621","","Test_01_Login","TestLogin","","","test_LoginUnsuccessful_1___frugal_latido_com_np____Test_103__","Login Unsuccessfully"
"passed","Fri Aug 25 15:37:32 IST 2023","Fri Aug 25 15:37:56 IST 2023","23638","","Test_13_Blog","TestBlog","","","test_01_verify_bolg_page","Verify Navigation on Blog"
"passed","Fri Aug 25 12:49:07 IST 2023","Fri Aug 25 12:49:43 IST 2023","35739","","Test_10_ProductManagement","TestProductManagement","","","test_03_edit_new_product_1___TEST_A_68____Winter_Jacket____Golden_Antique____Silver___True___This_is_a_testing_mode_description___After_Editing____E___POM_for_Bottle__WebApp__TestData__ProductManagement__sampleData__Biker_Leather__Biker_Leather_02_jpg__","Adding a new product into the List. "
"passed","Fri Aug 25 12:23:42 IST 2023","Fri Aug 25 12:24:28 IST 2023","45073","","Test_09_MemberManagement","TestMemberManagement","","","test_04_reset_password_2___TestUser_86____Product_Manager____userPass_auto86___9800000021___Siliguri____Test_123____Changed_123__","Reset Password a user password after creation."
"passed","Fri Aug 25 14:41:45 IST 2023","Fri Aug 25 14:42:29 IST 2023","44105","","Test_12_ProductCategory","TestProductCategory","","","test_04_add_product_subcategory_1___Product_Cat_edit_01____E___POM_for_Bottle__WebApp__TestData__ProductCategory__SampleImage__sampel_leather_1_jpg____Product_Sub_category_01__","To verify Add new Product Sub-Category. "
