"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 11 12:30:44 IST 2023","Fri Aug 11 12:31:11 IST 2023","26335","","Test_09_MemberManagement","TestMemberManagement","","","test_04_reset_password_2___TestUser_61____Product_Manager____userPass_auto61___9800000016___Siliguri____Test_123____Changed_123__","Reset Password a user password after creation."
"passed","Fri Aug 11 10:36:17 IST 2023","Fri Aug 11 10:36:29 IST 2023","11039","","Test_01_Login","TestLogin","","","test_LoginSuccessful_1___frugal_latido_com_np____Test_123__","Login Successfully"
"passed","Fri Aug 11 11:04:51 IST 2023","Fri Aug 11 11:05:32 IST 2023","40674","","Test_03_Order","TestOrder","","","test_03_create_order_store_2___frugal_latido_com_np____Test_123____Exemplar__male_____Bronze_Mist_Antique____42____Golden_Antique____Black____Yes____40____Skin_Tight___8__7___34___11__5__9__12__46___7___5_6___Test_003___20000__1000___101012__","Create a New Order for store"
"passed","Fri Aug 11 11:01:17 IST 2023","Fri Aug 11 11:02:12 IST 2023","54464","","Test_03_Order","TestOrder","","","test_02_create_new_user_order_3___frugal_latido_com_np____Test_123___9881012132___abced_Test_132____testuser232_mail_com____2023_05_29____Siliguri____male____Ek__male_____Black_Sheep____38____Silver____Black____No____40___5_6__4_4__5__46__8__12__11__7__1__9___Fit____Test_001____2023_08_29___100900_","Create an Order for new Customer "
"failed","Fri Aug 11 13:14:31 IST 2023","Fri Aug 11 13:15:39 IST 2023","68859","","Test_11_LeatherManagement","TestLeatherManagement","","","test_02_add_new_Leather_4___Test025___0___Better____Nothing____edited_description_for_automation_test___1___E___POM_for_Bottle__WebApp__TestData__LeatherManagement__SampleImage__sampel_leather_1_jpg____Nothing____Test_add_for_finish___0___Black_Rough____Nothing____edited_description_for_automation_test___2___E___POM_for_Bottle__WebApp__TestData__LeatherManagement__SampleImage__sampel_leather_1_jpg____Nothing____Test_add_for_texture___0___Cold_Store____Cold_Store_edit____edited_description_for_automation_test___3___E___POM_for_Bottle__WebApp__TestData__LeatherManagement__SampleImage__sampel_leather_1_jpg____Nothing____This_is_automation_with_add_new_item____1__None___edit_hide____edit_hide_descriptions___4___E___POM_for_Bottle__WebApp__TestData__LeatherManagement__SampleImage__sampel_leather_1_jpg____New_Type_Hide____This_is_automation_with_add_new_item____1__None___edit_touch____descriptions___5___E___POM_for_Bottle__WebApp__TestData__LeatherManagement__SampleImage__sampel_leather_1_jpg____cold_Touch____This_is_automation_with_add_new_item___","Adding a new Leather into the List. "
"passed","Fri Aug 11 10:55:33 IST 2023","Fri Aug 11 10:56:22 IST 2023","48575","","Test_03_Order","TestOrder","","","test_01_create_order_customer_1___frugal_latido_com_np____Test_123___9860838855___female____Ek__male_____Black_Sheep____38____Silver____Black____No____40___5_6__4_4__5__46__8__12__11__7__1__9___Fit____Test_001____2023_08_29___100900_","Create an Order for existing Customer "
"failed","Fri Aug 11 13:25:05 IST 2023","Fri Aug 11 13:25:44 IST 2023","39927","","Test_12_ProductCategory","TestProductCategory","","","test_04_add_product_subcategory_2___Category_edit_08____E___POM_for_Bottle__WebApp__TestData__ProductCategory__SampleImage__sampel_leather_2_jpg____Sub_category_08__","To verify Add new Product Sub-Category. "
"passed","Fri Aug 11 11:41:53 IST 2023","Fri Aug 11 11:42:26 IST 2023","33502","","Test_06_Inventory","TestInventory","","","test_02_Add_newCategory_item_4___frugal_latido_com_np____Test_123_____Automation__Item_117____AT_IT_117____T0117____AT0117____Auto_Testing_117____Black____Performing_this_using_automation_scripts____1__1__0___E___POM_for_Bottle__WebApp__TestData__InventoryData__Image__Fraper_leather_Jacket_jpg___None___Frugal_Automation____50_","Selecting a new Category from Category Carousel "
"passed","Fri Aug 11 10:51:22 IST 2023","Fri Aug 11 10:51:31 IST 2023","8927","","Test_02_Dashboard","TestDashboard","","","test_dashboard_06_inactive_user","Checking Inactive User Tiles"
"passed","Fri Aug 11 11:39:46 IST 2023","Fri Aug 11 11:40:04 IST 2023","17921","","Test_06_Inventory","TestInventory","","","Create a new Category","Create a new Category from Add button "
