"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 21 15:41:30 IST 2023","Fri Jul 21 15:43:04 IST 2023","93820","","TestProductManagement","TestProductManagement","","","Checking the synchronization between the system ","Adding a new product into the List. "
"passed","Fri Jul 21 11:25:45 IST 2023","Fri Jul 21 11:25:49 IST 2023","4159","","TestLogin","TestLogin","","","Login With Incorrect Username","Login With Incorrect Username"
"passed","Fri Jul 21 11:30:21 IST 2023","Fri Jul 21 11:30:31 IST 2023","9440","","TestDashboard","TestDashboard","","","test_dashboard_03_totalSales","Checking Total Sales Tiles"
"passed","Fri Jul 21 14:39:19 IST 2023","Fri Jul 21 14:40:44 IST 2023","85235","","TestProductManagement","TestProductManagement","","","Add a new Product","Adding a new product into the List. "
"passed","Fri Jul 21 13:13:09 IST 2023","Fri Jul 21 13:13:31 IST 2023","22564","","TestVendor","TestVendors","","","Adding a new Vendor","Adding a new Vendor"
"passed","Fri Jul 21 11:24:33 IST 2023","Fri Jul 21 11:24:39 IST 2023","5564","","TestLogin","TestLogin","","","test_LoginUnsuccessful_3___rohit13_latido_com_np____Test_1824__","Login Unsuccessfully"
"passed","Fri Jul 21 13:25:33 IST 2023","Fri Jul 21 13:26:17 IST 2023","43692","","TestReporting","TestReporting","","","test_02_new_entry_2____Automation__Item_80____AT_IT_80____AKM_Leather___2000___2023_07_21___10___Good____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__WebApp__TestData__InventoryData__Image__Receipt_png__","Check for View more Details"
"passed","Fri Jul 21 11:25:58 IST 2023","Fri Jul 21 11:26:03 IST 2023","4843","","TestLogin","TestLogin","","","Login With Incorrect Username","Login With Incorrect Username"
"passed","Fri Jul 21 15:38:23 IST 2023","Fri Jul 21 15:39:50 IST 2023","87353","","TestProductManagement","TestProductManagement","","","Checking the synchronization between the system ","Adding a new product into the List. "
"passed","Fri Jul 21 13:11:57 IST 2023","Fri Jul 21 13:12:18 IST 2023","20914","","TestVendor","TestVendors","","","Adding a new Vendor","Adding a new Vendor"
"passed","Fri Jul 21 12:11:47 IST 2023","Fri Jul 21 12:12:04 IST 2023","16901","","TestInventory","TestInventory","","","Create a new Category","Create a new Category from Add button "
"passed","Fri Jul 21 12:20:57 IST 2023","Fri Jul 21 12:21:21 IST 2023","23839","","TestInventory","TestInventory","","","Searching the Items ","Searching the Items from the search and adding a new Item to it"
"passed","Fri Jul 21 13:23:14 IST 2023","Fri Jul 21 13:23:59 IST 2023","45521","","TestReporting","TestReporting","","","test_01_new_entry_list_5____Automation__Item_78____AT_IT_78____Silver_Zipper_Supplier___2000___2023_07_21___10___Good____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__WebApp__TestData__InventoryData__Image__Receipt_png__","Check for new Entry"
"passed","Fri Jul 21 13:39:04 IST 2023","Fri Jul 21 13:39:33 IST 2023","28922","","TestMemberManagement","TestMemberManagement","","","test_login_newMember_6___UserTest_48____Karigar____user_logintest_auto48___9800000026___Siliguri____Test_123__","Check Loging after creating an user."
"passed","Fri Jul 21 13:07:00 IST 2023","Fri Jul 21 13:07:36 IST 2023","35790","","TestVendor","TestVendors","","","Editing a Vendor details","Editing a Vendor details"
"passed","Fri Jul 21 12:02:40 IST 2023","Fri Jul 21 12:02:51 IST 2023","11918","","TestInventDashboard","TestInventDashboard","","","Comparing Dashboard data with List data for Vendors","Comparing Dashboard data with List data for Vendors"
"passed","Fri Jul 21 13:33:45 IST 2023","Fri Jul 21 13:33:59 IST 2023","13761","","TestMemberManagement","TestMemberManagement","","","test_create_new_member_4___UserTest_58____Inventory_Manager____user_testAuto058___9800000036___Siliguri____Test_123__","Verify Create New User."
"passed","Fri Jul 21 11:50:31 IST 2023","Fri Jul 21 11:51:25 IST 2023","53833","","TestOrder","TestOrder","","","Create a new Order for new Customer","Create an Order for new Customer "
"passed","Fri Jul 21 13:07:38 IST 2023","Fri Jul 21 13:07:48 IST 2023","9962","","TestVendor","TestVendors","","","Verifying landing on Vendor Page",""
"passed","Fri Jul 21 11:43:59 IST 2023","Fri Jul 21 11:44:52 IST 2023","53845","","TestOrder","TestOrder","","","Checking Order synchronization  ","Checking Order synchronization after creating a New Order for store"
"passed","Fri Jul 21 12:15:17 IST 2023","Fri Jul 21 12:15:44 IST 2023","27797","","TestInventory","TestInventory","","","Selecting  a new Category","Selecting a new Category from Category Carousel "
"passed","Fri Jul 21 14:38:00 IST 2023","Fri Jul 21 14:39:17 IST 2023","76986","","TestProductManagement","TestProductManagement","","","Add a new Product","Adding a new product into the List. "
"passed","Fri Jul 21 12:12:42 IST 2023","Fri Jul 21 12:12:59 IST 2023","16978","","TestInventory","TestInventory","","","Create a new Category","Create a new Category from Add button "
"passed","Fri Jul 21 14:37:53 IST 2023","Fri Jul 21 14:38:00 IST 2023","6697","","TestProductManagement","TestProductManagement","","","Verify Product Management Page","To verify Product management page. "
"passed","Fri Jul 21 13:12:20 IST 2023","Fri Jul 21 13:12:42 IST 2023","22787","","TestVendor","TestVendors","","","Adding a new Vendor","Adding a new Vendor"
"passed","Fri Jul 21 12:02:24 IST 2023","Fri Jul 21 12:02:37 IST 2023","13346","","TestInventDashboard","TestInventDashboard","","","Comparing Dashboard data with List data for Category","Comparing Dashboard data with List data for Category"
"passed","Fri Jul 21 14:48:54 IST 2023","Fri Jul 21 14:49:18 IST 2023","23276","","TestProductManagement","TestProductManagement","","","Edit a new Product Leather Details","Adding a new product into the List. "
"passed","Fri Jul 21 12:00:33 IST 2023","Fri Jul 21 12:00:46 IST 2023","12433","","TestTrackOrder","TestTrackOrder","","","Checking Input in Track Order","Checking Input in Track Order"
