"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 04 13:26:56 IST 2023","Thu May 04 13:29:06 IST 2023","129961","","TestOrder","TestOrder","","","Create a new Order for new Customer",""
"passed","Thu May 04 13:21:19 IST 2023","Thu May 04 13:22:14 IST 2023","54750","","TestOrder","TestOrder","","","Checking Order synchronization after creating a new ",""
"passed","Thu May 04 13:43:40 IST 2023","Thu May 04 13:43:45 IST 2023","5021","","TestLogin","TestLogin","","","Login With Incorrect Username",""
"passed","Thu May 04 13:44:09 IST 2023","Thu May 04 13:44:14 IST 2023","4952","","TestLogin","TestLogin","","","Login With Incorrect Username",""
"passed","Thu May 04 13:48:52 IST 2023","Thu May 04 13:49:02 IST 2023","9721","","TestDashboard","TestDashboard","","","test_dashboard_totalSales",""
"passed","Thu May 04 13:33:20 IST 2023","Thu May 04 13:34:13 IST 2023","52415","","TestOrder","TestOrder","","","Create a new Order for existing Customer",""
"passed","Thu May 04 13:42:29 IST 2023","Thu May 04 13:42:34 IST 2023","5571","","TestLogin","TestLogin","","","Login Unsuccessfully",""
"passed","Thu May 04 13:43:25 IST 2023","Thu May 04 13:43:31 IST 2023","5923","","TestLogin","TestLogin","","","Login With Invalid Username",""
"passed","Thu May 04 13:37:12 IST 2023","Thu May 04 13:37:54 IST 2023","42045","","TestOrder","TestOrder","","","Create a New Order for store",""
"passed","Thu May 04 13:48:00 IST 2023","Thu May 04 13:48:26 IST 2023","25284","","TestDashboard","TestDashboard","","","test_dashboard_sumoftotal_user",""
"passed","Thu May 04 13:24:59 IST 2023","Thu May 04 13:25:55 IST 2023","55836","","TestOrder","TestOrder","","","Checking Order synchronization after creating a new ",""
"passed","Thu May 04 13:43:17 IST 2023","Thu May 04 13:43:23 IST 2023","5683","","TestLogin","TestLogin","","","Login With Invalid Username",""
"passed","Thu May 04 13:22:14 IST 2023","Thu May 04 13:23:06 IST 2023","51404","","TestOrder","TestOrder","","","Checking Order synchronization after creating a new ",""
"passed","Thu May 04 13:49:04 IST 2023","Thu May 04 13:49:13 IST 2023","9585","","TestDashboard","TestDashboard","","","test_dashboard_totalUser",""
"passed","Thu May 04 13:42:20 IST 2023","Thu May 04 13:42:27 IST 2023","6752","","TestLogin","TestLogin","","","Login Successfully",""
"passed","Thu May 04 13:37:57 IST 2023","Thu May 04 13:38:42 IST 2023","45411","","TestOrder","TestOrder","","","Create a New Order for store",""
"passed","Thu May 04 13:47:38 IST 2023","Thu May 04 13:47:48 IST 2023","10223","","TestDashboard","TestDashboard","","","test_dashboard_active_user",""
"passed","Thu May 04 13:42:52 IST 2023","Thu May 04 13:42:58 IST 2023","6478","","TestLogin","TestLogin","","","Login Unsuccessfully",""
"passed","Thu May 04 13:25:57 IST 2023","Thu May 04 13:26:54 IST 2023","57157","","TestOrder","TestOrder","","","Create a new Order for new Customer",""
"passed","Thu May 04 13:44:24 IST 2023","Thu May 04 13:44:29 IST 2023","5120","","TestLogin","TestLogin","","","Login With Incorrect Username",""
"passed","Thu May 04 13:47:48 IST 2023","Thu May 04 13:47:58 IST 2023","10169","","TestDashboard","TestDashboard","","","test_dashboard_inactive_user",""
"passed","Thu May 04 13:40:20 IST 2023","Thu May 04 13:41:06 IST 2023","46361","","TestOrder","TestOrder","","","Create a New Order for store",""
"passed","Thu May 04 13:42:11 IST 2023","Thu May 04 13:42:18 IST 2023","6326","","TestLogin","TestLogin","","","Login Successfully",""
"passed","Thu May 04 13:34:15 IST 2023","Thu May 04 13:35:14 IST 2023","59514","","TestOrder","TestOrder","","","Create a new Order for existing Customer",""
"passed","Thu May 04 13:32:22 IST 2023","Thu May 04 13:33:18 IST 2023","55979","","TestOrder","TestOrder","","","Create a new Order for existing Customer",""
"passed","Thu May 04 13:43:09 IST 2023","Thu May 04 13:43:15 IST 2023","5659","","TestLogin","TestLogin","","","Login With Invalid Username",""
"passed","Thu May 04 13:36:14 IST 2023","Thu May 04 13:37:10 IST 2023","56183","","TestOrder","TestOrder","","","Create a new Order for existing Customer",""
"passed","Thu May 04 13:39:30 IST 2023","Thu May 04 13:40:18 IST 2023","47390","","TestOrder","TestOrder","","","Create a New Order for store",""
"passed","Thu May 04 13:44:16 IST 2023","Thu May 04 13:44:22 IST 2023","5318","","TestLogin","TestLogin","","","Login With Incorrect Username",""
"passed","Thu May 04 13:42:44 IST 2023","Thu May 04 13:42:50 IST 2023","5819","","TestLogin","TestLogin","","","Login Unsuccessfully",""
"passed","Thu May 04 13:43:47 IST 2023","Thu May 04 13:43:53 IST 2023","5261","","TestLogin","TestLogin","","","Login With Incorrect Username",""
"passed","Thu May 04 13:23:08 IST 2023","Thu May 04 13:24:01 IST 2023","53737","","TestOrder","TestOrder","","","Checking Order synchronization after creating a new ",""
"passed","Thu May 04 13:35:17 IST 2023","Thu May 04 13:36:11 IST 2023","54635","","TestOrder","TestOrder","","","Create a new Order for existing Customer",""
"passed","Thu May 04 13:31:17 IST 2023","Thu May 04 13:32:20 IST 2023","63214","","TestOrder","TestOrder","","","Create a new Order for new Customer",""
"passed","Thu May 04 13:43:55 IST 2023","Thu May 04 13:44:00 IST 2023","4843","","TestLogin","TestLogin","","","Login With Incorrect Username",""
"passed","Thu May 04 13:38:44 IST 2023","Thu May 04 13:39:28 IST 2023","43466","","TestOrder","TestOrder","","","Create a New Order for store",""
"passed","Thu May 04 13:30:14 IST 2023","Thu May 04 13:31:15 IST 2023","60853","","TestOrder","TestOrder","","","Create a new Order for new Customer",""
"passed","Thu May 04 13:24:04 IST 2023","Thu May 04 13:24:57 IST 2023","53173","","TestOrder","TestOrder","","","Checking Order synchronization after creating a new ",""
"passed","Thu May 04 13:44:02 IST 2023","Thu May 04 13:44:07 IST 2023","5333","","TestLogin","TestLogin","","","Login With Incorrect Username",""
"passed","Thu May 04 13:29:08 IST 2023","Thu May 04 13:30:12 IST 2023","63143","","TestOrder","TestOrder","","","Create a new Order for new Customer",""
"passed","Thu May 04 13:41:53 IST 2023","Thu May 04 13:42:02 IST 2023","9373","","TestLogin","TestLogin","","","Login Successfully",""
"passed","Thu May 04 13:48:28 IST 2023","Thu May 04 13:48:38 IST 2023","10260","","TestDashboard","TestDashboard","","","test_dashboard_totalOrder",""
"passed","Thu May 04 13:43:01 IST 2023","Thu May 04 13:43:07 IST 2023","6713","","TestLogin","TestLogin","","","Login With Invalid Username",""
"passed","Thu May 04 13:42:02 IST 2023","Thu May 04 13:42:09 IST 2023","6997","","TestLogin","TestLogin","","","Login Successfully",""
"passed","Thu May 04 13:42:36 IST 2023","Thu May 04 13:42:42 IST 2023","5650","","TestLogin","TestLogin","","","Login Unsuccessfully",""
"passed","Thu May 04 13:43:33 IST 2023","Thu May 04 13:43:38 IST 2023","4946","","TestLogin","TestLogin","","","Login With Incorrect Username",""
"passed","Thu May 04 13:48:40 IST 2023","Thu May 04 13:48:50 IST 2023","9773","","TestDashboard","TestDashboard","","","test_dashboard_totalPending",""
